,bert_score_precision,bert_score_recall,bert_score_f1,rouge1,rouge2,rougeL,user_input,GOEval_referenced_mini,GOEval_referenced,GOEval_referenceless,GOEval_referenceless_mini,GOEval_referenced_imageless_mini,GOEval_referenced_imageless,GOEval_referenceless_imageless,GOEval_referenceless_imageless_mini
Accuracy,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.41187384044526903,0.41187384044526903,0.41187384044526903,1.0,0.8033395176252319,0.7847866419294991,0.7142857142857143,0.640074211502783,0.8701298701298701,0.8645640074211502,0.49907235621521334,0.5269016697588126
